         1.0000000000      144.4100000000        1.0000000000       12.0000000000        6.0000000000
        0.3447947449        0.3442088262       -0.0492860721
        1.0319068297        0.3445904294       -0.0424634146
        0.6861033304        0.9159532010        0.1075820214
       -0.6861033225        0.9159532066        0.1075820222
       -0.3447947420        0.3442088291       -0.0492860717
       -1.0319068267        0.3445904379       -0.0424634135
        0.0000000040        0.9306494635        0.1090077170
       -0.3447947448       -0.3442088262       -0.0492860717
       -1.0319068295       -0.3445904294       -0.0424634134
       -0.6861033301       -0.9159532009        0.1075820223
        0.6861033228       -0.9159532066        0.1075820215
        0.3447947421       -0.3442088290       -0.0492860721
        1.0319068268       -0.3445904379       -0.0424634146
       -0.0000000037       -0.9306494635        0.1090077171
        0.0000000003        0.0000000000        0.4601096351
        0.6953317584       -0.0000000028        0.4488882311
       -0.6953317577        0.0000000029        0.4488882319
        0.3458474584        0.5811836502        0.5972619030
       -0.3458474528        0.5811836530        0.5972619034
       -0.3458474576       -0.5811836501        0.5972619035
        0.3458474537       -0.5811836529        0.5972619031
       -0.0000000002        0.0000000000       -0.5429482627
        0.7055482640       -0.0000000029       -0.5470742800
       -0.7055482645        0.0000000029       -0.5470742792
        0.0000000027        0.7055754743       -0.5431706336
       -0.0000000031       -0.7055754744       -0.5431706335
        0.6879184960        0.6900345887       -0.5377546203
       -0.6879184908        0.6900345943       -0.5377546195
       -0.6879184965       -0.6900345887       -0.5377546194
        0.6879184903       -0.6900345944       -0.5377546202
        0.3439798878        0.3452326017       -1.0267019982
       -0.3439798860        0.3452326046       -1.0267019978
       -0.3439798888       -0.3452326019       -1.0267019977
        0.3439798850       -0.3452326047       -1.0267019981
