         1.0000000000      144.4100000000        1.0000000000       12.0000000000        6.0000000000
        0.1233482781        0.3527427193       -0.1620524945
        0.1200369576        1.0451681390       -0.1577021480
       -0.5731200000        0.3473317484       -0.1842229175
       -1.2612348443        0.3460384372       -0.2082042823
       -0.5742350520        1.0375606511       -0.1852464248
       -0.5731200000       -0.3473317484       -0.1842229175
       -1.2612348443       -0.3460384372       -0.2082042823
       -0.5742350520       -1.0375606511       -0.1852464248
        0.1233482781       -0.3527427193       -0.1620524945
        0.1200369576       -1.0451681390       -0.1577021480
       -0.2466965562        0.0000000000        0.3241049890
       -0.9476751502        0.0000000000        0.3033007759
       -0.2466583726        0.7053762439        0.3240548241
       -0.2466583726       -0.7053762439        0.3240548241
       -0.9364037943        0.6923257629        0.2905636070
       -0.9364037943       -0.6923257629        0.2905636070
       -0.2087515460        0.0000000000       -0.6629228863
        0.4933167451        0.0000000000       -0.6481096483
       -0.9129356222        0.0000000000       -0.6948923394
       -0.2069542070        0.7060871969       -0.6698435470
       -0.2069542070       -0.7060871969       -0.6698435470
        0.4881984645        0.6942206886       -0.6413853539
       -0.8992554806        0.6910928016       -0.6837655124
       -0.8992554806       -0.6910928016       -0.6837655124
        0.4881984645       -0.6942206886       -0.6413853539
       -0.6082354221        0.3509474504        0.7990875019
       -0.6082354221       -0.3509474504        0.7990875019
        0.1520494555        0.3452348883       -1.1394244480
       -0.5362437751        0.3450543645       -1.1606830123
       -0.5362437751       -0.3450543645       -1.1606830123
        0.1520494555       -0.3452348883       -1.1394244480
       -0.0399527740        0.0000000000        0.9942249880
        0.3302076974        0.3473317484        0.5033562300
        0.3302076974       -0.3473317484        0.5033562300
        0.6945761513        0.0000000000        0.0246562612
        0.7007681692        0.7060871969        0.0210806651
        0.7007681692       -0.7060871969        0.0210806651
       -0.0306775337       -0.6923257629        0.9799684508
        0.3314912086       -1.0375606511        0.5041584191
       -0.0306775337        0.6923257629        0.9799684508
        0.3314912086        1.0375606511        0.5041584191
        1.0577757160       -0.3452348883       -0.4500196042
        1.0577757160        0.3452348883       -0.4500196042
        0.5365878890        0.3460384372        1.1602309223
        0.5365878890       -0.3460384372        1.1602309223
        0.9129356222        0.0000000000        0.6948923394
        0.8985672528        0.6910928016        0.6846696923
        0.8985672528       -0.6910928016        0.6846696923
        1.2615789582       -0.3450543645        0.2077521924
        1.2615789582        0.3450543645        0.2077521924
