         1.0000000000      144.4100000000        1.0000000000       12.0000000000        6.0000000000
        0.0235528226       -0.0000018355        0.0381084109
        0.0060118893       -0.0000003916        0.7123912520
        0.2110979595       -0.5763835655        0.3415652956
       -0.4813058900       -0.3473075828        0.3012860677
       -0.4813059013        0.3473050228        0.3012845799
        0.2110979409        0.5763812004        0.3415628265
        0.6344932130       -0.0000012133        0.3239700446
       -0.1750965289       -0.5624749346       -0.2833131356
       -0.5861652707       -0.0000025514       -0.2914813626
       -0.1750965472        0.5624698802       -0.2833155451
        0.4847263257        0.3473037596       -0.2957536930
        0.4847263369       -0.3473088460       -0.2957522053
        0.0014355593       -0.0000033197       -0.6546371403
       -0.5300705525       -0.3502162803        0.9717703055
       -0.5300705639        0.3502165909        0.9717688053
       -0.3257357373       -0.9325663948        0.5936770827
       -0.9833679030       -0.7029482160        0.5846281772
       -1.0055770536       -0.0000006660        0.5919324974
       -0.9833679258        0.7029468535        0.5846251659
       -0.3257357676        0.9325650923        0.5936730877
        0.6766736145       -0.9325677055       -0.0258433966
        0.0033507497       -1.1449483851        0.0054230570
       -0.6847585238       -0.9346442594       -0.0048862361
       -1.1020385669       -0.3581444489       -0.0089439328
       -1.1020385785        0.3581405398       -0.0089454670
       -0.6847585541        0.9346403812       -0.0048902399
        0.0033507126        1.1449445733        0.0054181522
        0.6766735843        0.9325637816       -0.0258473915
        1.1062329226        0.3502144514       -0.0395181687
        1.1062329339       -0.3502184199       -0.0395166684
        0.3018643594       -0.9346455494       -0.6146501816
       -0.3652553174       -1.1348587430       -0.5909965844
       -0.7898323484       -0.5774201003       -0.6072253407
       -1.1894314700       -0.0000032257       -0.6017372980
       -0.7898323671        0.5774136384       -0.6072278142
       -0.3652553542        1.1348523643       -0.5910014459
        0.3018643291        0.9346390911       -0.6146541854
        0.9626846827        0.7029443089       -0.6180964991
        0.9791515140       -0.0000032611       -0.6346921257
        0.9626847055       -0.7029507606       -0.6180934878
       -0.1898916465       -0.5774208848       -0.9780075471
       -0.6070205446       -0.0000040311       -0.9821849636
       -0.1898916652        0.5774128539       -0.9780100206
        0.4848508248        0.3581384648       -0.9896929848
        0.4848508364       -0.3581465239       -0.9896914506
       -0.0062744218       -0.0000047727       -1.3329655334
