         1.0000000000      144.4100000000        1.0000000000       12.0000000000        6.0000000000
        0.0181709811       -0.0140220197        0.0921987363
        0.0182063572       -0.0233413858        0.7529756659
        0.1998690470       -0.5893725457        0.3673226053
       -0.4691172344       -0.3673488605        0.3704897651
       -0.4646668119        0.3374408848        0.3804296343
        0.2070699819        0.5510012172        0.3834056516
        0.6177757295       -0.0218009841        0.3753050621
       -0.1734463518       -0.5866812385       -0.2378941433
       -0.5900582803       -0.0056418175       -0.2296770628
       -0.1661418634        0.5700917443       -0.2215798138
        0.5124648193        0.3448752329       -0.2247925191
        0.5079503972       -0.3700497877       -0.2348753293
        0.0181365073       -0.0049403269       -0.5517262836
        0.0181011312        0.0043790393       -1.2125032132
       -0.4691820309       -0.3502790918       -0.8398188696
        0.1998042506       -0.5723027770       -0.8429860294
       -0.4647316083        0.3545106535       -0.8298790004
        0.2070051855        0.5680709859       -0.8269029832
        0.6177109330       -0.0047312154       -0.8350035726
