         1.0000000000      144.4100000000        1.0000000000       12.0000000000        6.0000000000
        0.0903465387       -0.0666047668        0.1678319618
       -0.5097970230       -0.3634754719        0.2934464027
       -0.4354854513        0.3199066478        0.3486417189
        0.1935210815        0.5797602292        0.3334272102
       -0.1301453113       -0.6067979830       -0.2254782853
       -0.6178663166        0.0355333457       -0.2429261496
       -0.1752116901        0.5823725784       -0.2310075741
        0.5060663866        0.3463142032       -0.2261372067
        0.5327172955       -0.3655402204       -0.2630395463
        0.0065227856       -0.0074501836       -0.5015472413
        0.0033325645       -0.0026912843       -1.1823126312
       -0.4741131040       -0.3606489449       -0.8094165555
        0.1971699576       -0.5653284230       -0.8363256961
       -0.4659583987        0.3522466914       -0.8322657711
        0.1951432196        0.5617738752       -0.8178657368
        0.6002036264        0.0054554891       -0.8344899444
       -0.8029908071       -0.6132831892       -0.2678361401
